locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAPPHCFD_03518	CDS	1179	xylR		COG1609	Xylose operon regulatory protein
CAPPHCFD_03519	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
CAPPHCFD_03520	CDS	327	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
CAPPHCFD_03521	CDS	1218	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
CAPPHCFD_03522	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
CAPPHCFD_03523	CDS	1323	xylA	5.3.1.5	COG2115	Xylose isomerase
CAPPHCFD_03524	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
CAPPHCFD_03525	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
CAPPHCFD_03526	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
CAPPHCFD_03527	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
CAPPHCFD_03528	CDS	300				hypothetical protein
CAPPHCFD_03529	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
CAPPHCFD_03530	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
CAPPHCFD_03531	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
CAPPHCFD_03532	CDS	711	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
CAPPHCFD_03533	CDS	912	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
CAPPHCFD_03534	CDS	231				hypothetical protein
CAPPHCFD_03535	CDS	273	yjdJ		COG2388	putative protein YjdJ
CAPPHCFD_03536	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
CAPPHCFD_03537	CDS	174	ghoT			Toxin GhoT
CAPPHCFD_03538	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
CAPPHCFD_03539	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
CAPPHCFD_03540	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
CAPPHCFD_03541	CDS	1335	cadB		COG0531	Cadaverine/lysine antiporter
CAPPHCFD_03542	CDS	1539	cadC		COG3710	Transcriptional activator CadC
CAPPHCFD_03543	tRNA	76				tRNA-Phe(gaa)
CAPPHCFD_03544	CDS	576				hypothetical protein
CAPPHCFD_03545	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
CAPPHCFD_03546	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
CAPPHCFD_03547	CDS	1302	dcuA		COG2704	C4-dicarboxylate transporter DcuA
CAPPHCFD_03548	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
CAPPHCFD_03549	CDS	477				hypothetical protein
CAPPHCFD_03550	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
CAPPHCFD_03551	CDS	294	groES		COG0234	Co-chaperonin GroES
CAPPHCFD_03552	CDS	1647	groEL	5.6.1.7		Chaperonin GroEL
CAPPHCFD_03553	CDS	354				hypothetical protein
CAPPHCFD_03554	CDS	870				hypothetical protein
CAPPHCFD_03555	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
CAPPHCFD_03556	CDS	567	efp		COG0231	Elongation factor P
CAPPHCFD_03557	CDS	126				hypothetical protein
CAPPHCFD_03558	CDS	147				hypothetical protein
CAPPHCFD_03559	CDS	318	gdx		COG2076	Guanidinium exporter
CAPPHCFD_03560	CDS	537	blc_2		COG3040	Outer membrane lipoprotein Blc
CAPPHCFD_03561	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
CAPPHCFD_03562	CDS	360	frdD		COG3080	Fumarate reductase subunit D
CAPPHCFD_03563	CDS	396	frdC		COG3029	Fumarate reductase subunit C
CAPPHCFD_03564	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
CAPPHCFD_03565	CDS	1809	frdA	1.3.5.1	COG1053	Fumarate reductase flavoprotein subunit
CAPPHCFD_03566	CDS	978	epmA	6.3.2.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
CAPPHCFD_03567	CDS	1458	yjeM		COG0531	Inner membrane transporter YjeM
CAPPHCFD_03568	CDS	3324	mscM		COG1511	Miniconductance mechanosensitive channel MscM
CAPPHCFD_03569	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
CAPPHCFD_03570	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CAPPHCFD_03571	CDS	546	orn	3.1.15.-	COG1949	Oligoribonuclease
CAPPHCFD_03572	tRNA	76				tRNA-Gly(gcc)
CAPPHCFD_03573	tRNA	76				tRNA-Gly(gcc)
CAPPHCFD_03574	CDS	492	rhsD_2		COG3209	Protein RhsD
CAPPHCFD_03575	CDS	384				hypothetical protein
CAPPHCFD_03576	CDS	246	yibA_2		COG1413	Protein YibA
CAPPHCFD_03577	CDS	1137				ISAs1 family transposase ISEc1
CAPPHCFD_03578	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
CAPPHCFD_03579	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
CAPPHCFD_03580	CDS	1068				hypothetical protein
CAPPHCFD_03581	CDS	1623				hypothetical protein
CAPPHCFD_03582	CDS	1608				hypothetical protein
CAPPHCFD_03583	CDS	1053	yhiM			Inner membrane protein YhiM
CAPPHCFD_03584	CDS	1203	rdsA	1.3.1.-	COG2081	Ribosomal RNA dihydrouridine synthase
CAPPHCFD_03585	CDS	1500	pitA		COG0306	Low-affinity inorganic phosphate transporter PitA
CAPPHCFD_03586	CDS	336	uspB			Universal stress protein B
CAPPHCFD_03587	CDS	435	uspA		COG0589	Universal stress protein A
CAPPHCFD_03588	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
CAPPHCFD_03589	CDS	753	rsmJ	2.1.1.242	COG0742	Ribosomal RNA small subunit methyltransferase J
CAPPHCFD_03590	CDS	2043	prlC	3.4.24.70		Oligopeptidase A
CAPPHCFD_03591	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
CAPPHCFD_03592	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
CAPPHCFD_03593	CDS	174				hypothetical protein
CAPPHCFD_03594	CDS	354				hypothetical protein
CAPPHCFD_03595	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
CAPPHCFD_03596	CDS	426	arsC	1.20.4.1	COG1393	Arsenate reductase
CAPPHCFD_03597	CDS	1224				hypothetical protein
CAPPHCFD_03598	CDS	567	slp_2		COG3065	Outer membrane protein Slp
CAPPHCFD_03599	CDS	531	dctR		COG2197	HTH-type transcriptional regulator DctR
CAPPHCFD_03600	CDS	576	sapB_2		COG1285	Protein SapB
CAPPHCFD_03601	CDS	339	hdeB			Acid stress chaperone HdeB
CAPPHCFD_03602	CDS	333	hdeA			Acid stress chaperone HdeA
CAPPHCFD_03603	CDS	573	hdeD		COG3247	Protein HdeD
CAPPHCFD_03604	CDS	528	gadE		COG2771	Transcriptional regulator GadE
CAPPHCFD_03605	CDS	279				hypothetical protein
CAPPHCFD_03606	CDS	1158	mdtE		COG0845	Multidrug resistance protein MdtE
CAPPHCFD_03607	CDS	3114	acrB_3			multidrug efflux RND transporter permease subunit AcrB
CAPPHCFD_03608	CDS	729	gadW_1		COG2207	HTH-type transcriptional regulator GadW
CAPPHCFD_03609	CDS	825	gadX		COG2207	HTH-type transcriptional regulator GadX
CAPPHCFD_03610	CDS	141	gadB_1	4.1.1.15	COG0076	Glutamate decarboxylase beta
CAPPHCFD_03611	CDS	555	yrdA_2		COG0663	Protein YrdA
CAPPHCFD_03612	CDS	258				hypothetical protein
CAPPHCFD_03613	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
CAPPHCFD_03614	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CAPPHCFD_03615	CDS	543	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
CAPPHCFD_03616	CDS	474				hypothetical protein
CAPPHCFD_03617	CDS	1125				hypothetical protein
CAPPHCFD_03618	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
CAPPHCFD_03619	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
CAPPHCFD_03620	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
CAPPHCFD_03621	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
CAPPHCFD_03622	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
CAPPHCFD_03623	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
CAPPHCFD_03624	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
CAPPHCFD_03625	CDS	369				hypothetical protein
CAPPHCFD_03626	CDS	384	rplQ		COG0203	Large ribosomal subunit protein bL17
CAPPHCFD_03627	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
CAPPHCFD_03628	CDS	621	rpsD		COG0522	Small ribosomal subunit protein uS4
CAPPHCFD_03629	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
CAPPHCFD_03630	CDS	357	rpsM		COG0099	Small ribosomal subunit protein uS13
CAPPHCFD_03631	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36A
CAPPHCFD_03632	CDS	1332	secY		COG0201	Protein translocase subunit SecY
CAPPHCFD_03633	CDS	435	rplO		COG0200	Large ribosomal subunit protein uL15
CAPPHCFD_03634	CDS	180	rpmD		COG1841	Large ribosomal subunit protein uL30
CAPPHCFD_03635	CDS	504	rpsE		COG0098	Small ribosomal subunit protein uS5
CAPPHCFD_03636	CDS	354	rplR		COG0256	Large ribosomal subunit protein uL18
CAPPHCFD_03637	CDS	534	rplF		COG0097	Large ribosomal subunit protein uL6
CAPPHCFD_03638	CDS	393	rpsH		COG0096	Small ribosomal subunit protein uS8
CAPPHCFD_03639	CDS	306	rpsN		COG0199	Small ribosomal subunit protein uS14
CAPPHCFD_03640	CDS	540	rplE		COG0094	Large ribosomal subunit protein uL5
CAPPHCFD_03641	CDS	315	rplX		COG0198	Large ribosomal subunit protein uL24
CAPPHCFD_03642	CDS	372	rplN		COG0093	Large ribosomal subunit protein uL14
CAPPHCFD_03643	CDS	255	rpsQ		COG0186	Small ribosomal subunit protein uS17
CAPPHCFD_03644	CDS	192	rpmC		COG0255	Large ribosomal subunit protein uL29
CAPPHCFD_03645	CDS	411	rplP		COG0197	Large ribosomal subunit protein uL16
CAPPHCFD_03646	CDS	702	rpsC		COG0092	Small ribosomal subunit protein uS3
CAPPHCFD_03647	CDS	333	rplV		COG0091	Large ribosomal subunit protein uL22
CAPPHCFD_03648	CDS	279	rpsS		COG0185	Small ribosomal subunit protein uS19
CAPPHCFD_03649	CDS	822	rplB		COG0090	Large ribosomal subunit protein uL2
CAPPHCFD_03650	CDS	303	rplW		COG0089	Large ribosomal subunit protein uL23
CAPPHCFD_03651	CDS	606	rplD		COG0088	Large ribosomal subunit protein uL4
CAPPHCFD_03652	CDS	630	rplC		COG0087	Large ribosomal subunit protein uL3
CAPPHCFD_03653	CDS	312	rpsJ		COG0051	Small ribosomal subunit protein uS10
CAPPHCFD_03654	CDS	420	gspB			Putative general secretion pathway protein B
CAPPHCFD_03655	CDS	1470	gspA		COG3267	Putative general secretion pathway protein A
CAPPHCFD_03656	CDS	816	gspC		COG3031	Putative type II secretion system protein C
CAPPHCFD_03657	CDS	1953	gspD		COG1450	Putative secretin GspD
CAPPHCFD_03658	CDS	1482	gspE	7.4.2.8	COG2804	Putative type II secretion system protein E
CAPPHCFD_03659	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
CAPPHCFD_03660	CDS	438	gspG		COG2165	Type II secretion system core protein G
CAPPHCFD_03661	CDS	510	gspH		COG2165	Type II secretion system protein H
CAPPHCFD_03662	CDS	378	gspI_2		COG2165	Putative type II secretion system protein I
CAPPHCFD_03663	CDS	588	gspJ_2		COG4795	Type II secretion system protein J
CAPPHCFD_03664	CDS	984	gspK_2		COG3156	Putative type II secretion system protein K
CAPPHCFD_03665	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
CAPPHCFD_03666	CDS	462	gspM		COG3149	Putative type II secretion system protein M
CAPPHCFD_03667	CDS	678	gspO		COG1989	Prepilin leader peptidase/N-methyltransferase
CAPPHCFD_03668	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
CAPPHCFD_03669	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
CAPPHCFD_03670	CDS	2694	chiA		COG3979	putative bifunctional chitinase/lysozyme
CAPPHCFD_03671	CDS	141	gadB_2	4.1.1.15	COG0076	Glutamate decarboxylase beta
CAPPHCFD_03672	CDS	1536	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
CAPPHCFD_03673	CDS	1320	digH	3.2.1.-	COG1649	Glycosyl hydrolase DigH
CAPPHCFD_03674	CDS	1383	dosC	2.7.7.65	COG3706	Diguanylate cyclase DosC
CAPPHCFD_03675	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
CAPPHCFD_03676	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
CAPPHCFD_03677	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
CAPPHCFD_03678	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
CAPPHCFD_03679	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
CAPPHCFD_03680	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
CAPPHCFD_03681	CDS	927	ddpF		COG4608	putative D,D-dipeptide transport ATP-binding protein DdpF
CAPPHCFD_03682	CDS	432	osmC	1.11.1.-	COG1764	Peroxiredoxin OsmC
CAPPHCFD_03683	CDS	216	bdm			Protein bdm
CAPPHCFD_03684	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
CAPPHCFD_03685	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
CAPPHCFD_03686	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
CAPPHCFD_03687	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
CAPPHCFD_03688	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
CAPPHCFD_03689	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
CAPPHCFD_03690	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
CAPPHCFD_03691	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
CAPPHCFD_03692	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
CAPPHCFD_03693	CDS	291	ompC2			Outer membrane porin C 2
CAPPHCFD_03694	CDS	921				hypothetical protein
CAPPHCFD_03695	CDS	336				hypothetical protein
CAPPHCFD_03696	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
CAPPHCFD_03697	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
CAPPHCFD_03698	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
CAPPHCFD_03699	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
CAPPHCFD_03700	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
CAPPHCFD_03701	CDS	567	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
CAPPHCFD_03702	CDS	261	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
CAPPHCFD_03703	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
CAPPHCFD_03704	CDS	570				hypothetical protein
CAPPHCFD_03705	CDS	228	pptA	5.3.2.-	COG1942	Tautomerase PptA
CAPPHCFD_03706	CDS	792				ISAs1 family transposase ISEc1
CAPPHCFD_03707	CDS	747				ISAs1 family transposase ISEc26
CAPPHCFD_03708	CDS	483	ydcD			putative protein YdcD
CAPPHCFD_03709	CDS	816				hypothetical protein
CAPPHCFD_03710	tRNA	72				tRNA-Met(cat)
CAPPHCFD_03711	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
CAPPHCFD_03712	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
CAPPHCFD_03713	CDS	1827	recD	5.6.2.3	COG0507	RecBCD enzyme subunit RecD
CAPPHCFD_03714	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
CAPPHCFD_03715	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
CAPPHCFD_03716	CDS	3369	recC		COG1330	RecBCD enzyme subunit RecC
CAPPHCFD_03717	CDS	324				hypothetical protein
CAPPHCFD_03718	CDS	408				hypothetical protein
CAPPHCFD_03719	CDS	564				hypothetical protein
CAPPHCFD_03720	CDS	471				hypothetical protein
CAPPHCFD_03721	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
CAPPHCFD_03722	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
CAPPHCFD_03723	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
CAPPHCFD_03724	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
CAPPHCFD_03725	CDS	147				hypothetical protein
CAPPHCFD_03726	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
CAPPHCFD_03727	CDS	714				hypothetical protein
CAPPHCFD_03728	CDS	219	ygdR_2			putative lipoprotein YgdR
CAPPHCFD_03729	CDS	1041	tas		COG0667	Protein tas
CAPPHCFD_03730	CDS	1194	lplT		COG0477	Lysophospholipid transporter LplT
CAPPHCFD_03731	CDS	2160	aas		COG0204	Bifunctional protein Aas
CAPPHCFD_03732	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
CAPPHCFD_03733	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CAPPHCFD_03734	CDS	936	dgcR			HTH-type transcriptional regulator DgcR
CAPPHCFD_03735	CDS	693	ygeA	5.1.1.13	COG1794	L-aspartate/glutamate-specific racemase
CAPPHCFD_03736	CDS	1419	araE		COG2814	Arabinose-proton symporter
CAPPHCFD_03737	CDS	762	kduD_2	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
CAPPHCFD_03738	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
CAPPHCFD_03739	CDS	1182	atoB_2	2.3.1.9		Acetyl-CoA acetyltransferase
CAPPHCFD_03740	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
CAPPHCFD_03741	CDS	570				hypothetical protein
CAPPHCFD_03742	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
CAPPHCFD_03743	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
CAPPHCFD_03744	CDS	360				hypothetical protein
CAPPHCFD_03745	CDS	1419				hypothetical protein
CAPPHCFD_03746	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
CAPPHCFD_03747	CDS	915				hypothetical protein
CAPPHCFD_03748	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
CAPPHCFD_03749	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
CAPPHCFD_03750	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
CAPPHCFD_03751	CDS	1023	lsrB		COG1879	Autoinducer 2-binding protein LsrB
CAPPHCFD_03752	CDS	798	lsrD		COG1172	Autoinducer 2 import system permease protein LsrD
CAPPHCFD_03753	CDS	1551	icsA_2			Outer membrane autotransporter IcsA
CAPPHCFD_03754	CDS	267	hipB		COG1396	Antitoxin HipB
CAPPHCFD_03755	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
CAPPHCFD_03756	CDS	483				hypothetical protein
CAPPHCFD_03757	CDS	375	focC_1			Chaperone protein FocC
CAPPHCFD_03758	CDS	282	focC_2			Chaperone protein FocC
CAPPHCFD_03759	CDS	351	fimD_1		COG3188	Outer membrane usher protein FimD
CAPPHCFD_03760	CDS	1134	fimD_2		COG3188	Outer membrane usher protein FimD
CAPPHCFD_03761	CDS	1149	fimD_3		COG3188	Outer membrane usher protein FimD
CAPPHCFD_03762	CDS	531	fimF_2		COG3539	Protein FimF
CAPPHCFD_03763	CDS	504	fimG_2		COG3539	Protein FimG
CAPPHCFD_03764	CDS	915	ydeQ		COG3539	putative fimbrial-like protein YdeQ
CAPPHCFD_03765	CDS	2280	ydeP		COG0243	Protein YdeP
CAPPHCFD_03766	CDS	198	safA			Two-component-system connector protein SafA
CAPPHCFD_03767	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
CAPPHCFD_03768	CDS	1683				hypothetical protein
CAPPHCFD_03769	CDS	1158	chuR_2	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
CAPPHCFD_03770	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
CAPPHCFD_03771	CDS	2373	yddB		COG4771	putative protein YddB
CAPPHCFD_03772	CDS	2784	pqqL	3.4.24.-	COG0612	putative zinc protease PqqL
CAPPHCFD_03773	CDS	2148	metL_2		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
CAPPHCFD_03774	CDS	891	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
CAPPHCFD_03775	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
CAPPHCFD_03776	CDS	906	yijE		COG0697	putative cystine transporter YijE
CAPPHCFD_03777	CDS	618				hypothetical protein
CAPPHCFD_03778	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
CAPPHCFD_03779	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
CAPPHCFD_03780	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
CAPPHCFD_03781	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
CAPPHCFD_03782	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
CAPPHCFD_03783	CDS	2298	pflD	4.2.1.-	COG1882	putative dehydratase PflD
CAPPHCFD_03784	CDS	879	islB_2	1.97.1.-	COG1180	Isethionate sulfite-lyase activating enzyme
CAPPHCFD_03785	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
CAPPHCFD_03786	CDS	852				hypothetical protein
CAPPHCFD_03787	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
CAPPHCFD_03788	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
CAPPHCFD_03789	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
CAPPHCFD_03790	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
CAPPHCFD_03791	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
CAPPHCFD_03792	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
CAPPHCFD_03793	CDS	918	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
CAPPHCFD_03794	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
CAPPHCFD_03795	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
CAPPHCFD_03796	CDS	360	yijD			Inner membrane protein YijD
CAPPHCFD_03797	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
CAPPHCFD_03798	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
CAPPHCFD_03799	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
CAPPHCFD_03800	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
CAPPHCFD_03801	CDS	924	catM		COG0583	HTH-type transcriptional regulator CatM
CAPPHCFD_03802	CDS	1344	ydcJ	1.13.11.93	COG5383	2-oxoadipate dioxygenase/decarboxylase
CAPPHCFD_03803	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
CAPPHCFD_03804	CDS	225				hypothetical protein
CAPPHCFD_03805	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
CAPPHCFD_03806	CDS	981				hypothetical protein
CAPPHCFD_03807	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
CAPPHCFD_03808	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
CAPPHCFD_03809	CDS	669				hypothetical protein
CAPPHCFD_03810	CDS	288	tnpA		COG1943	ISDra2 transposase TnpA
CAPPHCFD_03811	CDS	1149				IS200/IS605 family transposase IS609
CAPPHCFD_03812	CDS	1176	ydcO		COG3135	Inner membrane protein YdcO
CAPPHCFD_03813	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
CAPPHCFD_03814	CDS	1962	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
CAPPHCFD_03815	CDS	171				hypothetical protein
CAPPHCFD_03816	CDS	177	hicA	3.1.-.-	COG1724	putative mRNA interferase toxin HicA
CAPPHCFD_03817	CDS	438	hicB		COG1598	Antitoxin HicB
CAPPHCFD_03818	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
CAPPHCFD_03819	CDS	1146	ydcS	2.3.1.-	COG0687	Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
CAPPHCFD_03820	CDS	1014	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CAPPHCFD_03821	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
CAPPHCFD_03822	CDS	795	ydcV		COG1177	Inner membrane ABC transporter permease protein YdcV
CAPPHCFD_03823	CDS	1425	patD	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
CAPPHCFD_03824	CDS	174	ortT			Orphan toxin OrtT
CAPPHCFD_03825	CDS	234	ydcY			putative protein YdcY
CAPPHCFD_03826	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
CAPPHCFD_03827	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
CAPPHCFD_03828	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
CAPPHCFD_03829	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
CAPPHCFD_03830	CDS	2103	pqqU		COG4772	Pyrroloquinoline quinone transporter
CAPPHCFD_03831	CDS	1062	yncE		COG3391	putative protein YncE
CAPPHCFD_03832	CDS	1500	ansP2		COG1113	L-asparagine permease 2
CAPPHCFD_03833	CDS	618	gstB_2	2.5.1.18		Glutathione S-transferase GST-6.0
CAPPHCFD_03834	CDS	213				hypothetical protein
CAPPHCFD_03835	CDS	1014				hypothetical protein
CAPPHCFD_03836	CDS	300				hypothetical protein
CAPPHCFD_03837	CDS	276				hypothetical protein
CAPPHCFD_03838	CDS	171				hypothetical protein
CAPPHCFD_03839	CDS	501				hypothetical protein
